,clean_word,weight
2398,ikut,0.5
2399,ikut ,3.0
2400,ikutikutan,-3.0
2401,ilang,-5.0
2402,ilat,-5.0
2403,iler,3.0
2404,ilmu,4.0
2405,iluminasi,-3.0
2406,ilusi,3.0
2407,image,-2.0
2408,imaji,3.0
2409,imam,1.0
2410,iman,3.0
2411,imbal,1.0
2412,imbang,2.3333333333333335
2413,imbas,-1.0
2414,imbesil,-5.0
2415,imbuh,2.25
2416,imingiming,-3.0
2417,imitasi,3.0
2418,imla,1.0
2419,impas,-3.0
2420,impi,3.0
2421,implementasi,-4.0
2422,implikasi,-3.0
2423,import,2.0
2424,impoten,-5.0
2425,impulsif,3.0
2426,imut,-1.0
2427,imutimut,4.0
2428,inai,-4.0
2429,inap,-1.0
2430,inaugurasi,-3.0
2431,inayat,4.0
2432,incangincut,-4.0
2433,incess,-3.0
2434,incit,-4.0
2435,indah,1.5
2436,indah ambang,4.0
2437,indehoi,-3.0
2438,indikasi,2.0
2439,individual,4.0
2440,indo,-3.0
2441,indolen,-4.0
2442,indolensi,-4.0
2443,induk semang,-4.0
2444,indusemen,-3.0
2445,inersia,-4.0
2446,infak,4.0
2447,inferensi,3.0
2448,inferior,-4.0
2449,inferioritas,-5.0
2450,infinit,3.0
2451,influensa,-3.0
2452,info,-3.0
2453,informasi,2.0
2454,inga,-4.0
2455,ingar,-5.0
2456,ingat,-0.3333333333333335
2457,ingatingat,4.0
2458,ingetin,-2.0
2459,ingkar,-3.6666666666666665
2460,ingsar,-3.0
2461,ingsut,-3.0
2462,inheren,-4.0
2463,inhibisi,-4.0
2464,inisiator,3.0
2465,injak,-3.0
2466,injek,-3.0
2467,injeksi,-3.0
2468,inkarnasi,-1.0
2469,inklinasi,-3.0
2470,inklusif,1.0
2471,inkorporasi,3.0
2472,inovasi,4.0
2473,insaf,2.5
2474,insane,-4.0
2475,insentif,3.0
2476,insiden,1.0
2477,insinuasi,-4.0
2478,insinye,4.0
2479,inspirasi,-3.0
2480,instansi,-3.0
2481,instingtif,3.0
2482,instruksi,-3.0
2483,insyaallah,2.0
2484,intai,-3.0
2485,intan,3.0
2486,integrasi,3.0
2487,intelektual,3.0
2488,inteligen,1.0
2489,intensi,3.0
2490,intensif,2.0
2491,interaksi,3.0
2492,interes,4.0
2493,interferensi,2.0
2494,interlokusi,-3.0
2495,interpretasi,3.0
2496,interupsi,-2.0
2497,intiha,-3.0
2498,intim,2.0
2499,intimidasi,-5.0
2500,intrakalimat,-5.0
2501,intrik,4.0
2502,intrinsik,-4.0
2503,intuitif,3.0
2504,invalid,-5.0
2505,inventif,4.0
2506,inventivitas,4.0
2507,inventori,-3.0
2508,invitasi,2.0
2509,invite,1.0
2510,ira,-3.0
2511,irama,4.0
2512,iri,-4.25
2513,iri hati,-5.0
2514,irik,-3.0
2515,iring,-3.5
2516,iringiringan,-4.0
2517,iris,-4.5
2518,irit,2.0
2519,iritasi,1.0
2520,irsyad,-3.0
2521,isak,-5.0
2522,isap jempol,-3.0
2523,isbat,0.0
2524,iseng,-3.0
2525,ish,-4.0
2526,isi,2.0
2527,isi perut,3.0
2528,islam,4.0
2529,isolasi,-3.0
2530,isotop,-3.0
2531,istan,-5.0
2532,istimewa,-3.0
2533,istirahat,1.0
2534,isu,-1.0
2535,item,-4.0
2536,itifak,4.0
2537,itihad,3.0
2538,iyain,-2.0
2539,iyak,-2.0
2540,iyasih,-2.0
2541,izin,-1.0
2542,jaat,-3.0
2543,jabang bayi,-3.0
2544,jabar,3.0
2545,jabat,-3.0
2546,jadah,3.0
2547,jadi,2.5
2548,jadul,-3.0
2549,jaga,-0.6666666666666665
2550,jagajaga,1.0
2551,jago,3.0
2552,jahad,-4.0
2553,jahanam,-5.0
2554,jahat,-4.0
2555,jahatin,-3.0
2556,jahil,0.0
2557,jahit,-5.0
2558,jail,-4.0
2559,jajah,-2.0
2560,jajak,3.0
2561,jajal,-4.0
2562,jajar genjang,-4.0
2563,jala,3.0
2564,jalan,-1.0
2565,jalan arteri,-4.0
2566,jalan bebas hambat,2.0
2567,jalan bentar,-4.0
2568,jalan buka,3.0
2569,jalan buntu,-4.0
2570,jalan keluar,3.0
2571,jalan layang,-4.0
2572,jalan lingkar,-4.0
2573,jalan protokol,-4.0
2574,jalan raya,-4.0
2575,jalan setapak,-4.0
2576,jalan tengah,3.0
2577,jalan tikus,-4.0
2578,jalan tol,-4.0
2579,jalang,-4.0
2580,jalanin,2.0
2581,jalar,-3.0
2582,jali,2.0
2583,jalu,-4.0
2584,jalur,-4.0
2585,jamah,-5.0
2586,jaman,-2.0
2587,jambak,-5.0
2588,jambret,-5.0
2589,jamhur,3.0
2590,jamiah,1.0
2591,jamik,3.0
2592,jamil,2.0
2593,jamin,0.0
2594,jangan,-3.0
2595,jangann,-3.0
2596,janggal,-4.0
2597,jangka,3.0
2598,jangkang,-5.0
2599,jangkit,-4.5
2600,jantan,5.0
2601,jantung hati,-3.0
2602,jarah,-4.0
2603,jarak,-0.3333333333333335
2604,jaran,-3.0
2605,jaras,-5.0
2606,jari,-4.0
2607,jariji,-4.0
2608,jaring,3.0
2609,jarum,-4.5
2610,jasa,4.0
2611,jaswadi,3.0
2612,jatah,3.0
2613,jatohnya,-1.0
2614,jatuh,-3.0
2615,jauh,-3.6666666666666665
2616,jauh hati,-3.0
2617,jauhin,-3.0
2618,jawab,3.0
2619,jawara,3.0
2620,jawat,-3.0
2621,jaya,4.0
2622,jealous,-3.0
2623,jebak,3.0
2624,jebeh,-5.0
2625,jeblok,-5.0
2626,jeblos,1.0
2627,jebol,-3.0
2628,jebur,-5.0
2629,jedot,-4.0
2630,jejak,-3.6666666666666665
2631,jejal,-2.0
2632,jejap,-4.0
2633,jejas,-5.0
2634,jelabak,-3.0
2635,jelajah,3.0
2636,jelak,3.0
2637,jelang,3.0
2638,jelas,1.6666666666666667
2639,jelata,-5.0
2640,jelek,-5.0
2641,jeli,4.0
2642,jelingah,-3.0
2643,jelma,-3.0
2644,jelu,-3.0
2645,jelus,-2.0
2646,jemari,-4.0
2647,jembalang,-4.0
2648,jembatan,-4.0
2649,jembel,-5.0
2650,jempol,4.0
2651,jemu,-3.0
2652,jenak,1.0
2653,jenaka,-3.0
2654,jenang,4.0
2655,jenazah,-4.0
2656,jendala,-5.0
2657,jendera,-4.0
2658,jenewer,-4.0
2659,jengkang,-5.0
2660,jengkel,-4.0
2661,jenguk,-3.0
2662,jentaka,-5.0
2663,jentelmen,3.0
2664,jepit,-4.0
2665,jepit leher,-4.0
2666,jeput,-3.0
2667,jera,-3.0
2668,jeramah,-4.0
2669,jeran,-3.0
2670,jerat semata,-3.0
2671,jeraus,2.0
2672,jerawat,-3.0
2673,jereket,-3.0
2674,jerepet,-3.0
2675,jeri,-3.0
2676,jeriji,-4.0
2677,jeringing,-4.0
2678,jerit,-3.6666666666666665
2679,jerkah,-5.0
2680,jernih,-0.5
2681,jernih suasana,1.0
2682,jerohok,-4.0
2683,jerum,-4.0
2684,jerumus,-4.0
2685,jiawang,5.0
2686,jibilah,4.0
2687,jidur,3.0
2688,jigong,-4.0
2689,jigrah,3.0
2690,jihad,3.0
2691,jihat,-4.0
2692,jiji,-4.0
2693,jijik,-5.0
2694,jilat,-3.0
2695,jilbab,3.0
2696,jilid,-5.0
2697,jin,-3.0
2698,jiplak,-3.0
2699,jir,-3.0
2700,jiwa,3.0
2701,jleb,-3.0
2702,jobak,-3.0
2703,jodoh,0.0
2704,join,1.0
2705,jolak,-3.0
2706,joli,1.0
2707,jolok,-3.0
2708,jomblo,1.0
2709,jompo,-3.0
2710,jones,-3.0
2711,jongkok,-5.0
2712,jorok,-5.0
2713,jorong,-3.0
2714,jotos,-4.0
2715,jreng,3.0
2716,juakjuak,5.0
2717,jual,-4.0
2718,jual murah,-3.0
2719,juang,3.0
2720,judes,-4.0
2721,judul,2.0
2722,jujur,4.0
2723,julat,3.0
2724,jumat,2.0
2725,jumpa,-4.0
2726,jumpa muka,3.0
2727,jun,-5.0
2728,junam,-4.0
2729,jungkal,1.0
2730,junior,-4.0
2731,junjung,2.0
2732,juragan,-4.0
2733,jurik,-4.0
2734,juru,3.0
2735,juru damai,-3.0
2736,juta,2.0
2737,jutek,-5.0
2738,jutekin,-5.0
2739,juwita,-4.0
2740,juz,-4.0
2741,kabar,2.0
2742,kabar angin,-3.0
2743,kabar burung,-5.0
2744,kabeh,-2.0
2745,kabil,-4.0
2746,kabin,-3.0
2747,kabinet,-3.0
2748,kabul,-3.0
2749,kabung,-4.0
2750,kabur,-2.0
2751,kabut,-2.5
2752,kaca,4.0
2753,kacang,-4.0
2754,kacang botor,-3.0
2755,kacau,-4.0
2756,kacek,-4.0
2757,kaci,4.0
2758,kacip,-3.0
2759,kacrek,-3.0
2760,kacuk,-4.0
2761,kada,-3.0
2762,kadam,-3.0
2763,kadang,3.0
2764,kadangkadang,3.0
2765,kadar,5.0
2766,kado,2.0
2767,kafe,-4.0
2768,kafetaria,-4.0
2769,kafilah,-4.0
2770,kagak,-3.0
2771,kaget,3.0
2772,kagum,3.6666666666666665
2773,kaidah,-4.0
2774,kaisar,4.0
2775,kait,-1.0
2776,kaji,-1.0
2777,kakap,4.0
2778,kakas,-3.0
2779,kakek,3.0
2780,kaki ayam,-3.0
2781,kaki tangan,4.0
2782,kalah,-3.3333333333333335
2783,kalang tanah,-2.0
2784,kalangkabut,-4.0
2785,kalap,1.0
2786,kalau,-1.0
2787,kalem,4.0
2788,kalimantang,-3.0
2789,kalimat,-3.0
2790,kalis,4.0
2791,kalong,3.0
2792,kalor,-4.0
2793,kalut,-3.0
2794,kam,2.0
2795,kambing,-3.0
2796,kambuh,-4.0
2797,kamil,3.0
2798,kampanye,3.0
2799,kampit,-1.0
2800,kampret,-5.0
2801,kampung,-5.0
2802,kanakkanak anyir,-3.0
2803,kandas,-5.0
2804,kandis,4.0
2805,kandung,2.0
2806,kandut,-3.0
2807,kangen,3.0
2808,kanjang,4.0
2809,kanjeng sultan,4.0
2810,kanji,-3.0
2811,kantin,-4.0
2812,kantong,1.0
2813,kantong kering,-4.0
2814,kantong perut,-5.0
2815,kantong tipis,-4.0
2816,kanun,-3.0
2817,kaos,-4.0
2818,kapabilitas,3.0
2819,kapah,-2.0
2820,kapal,-3.0
2821,kapasitas,3.0
2822,kapok,-3.0
2823,kapuk,-3.0
2824,karang,-3.5
2825,karat,-4.0
2826,karavan,-4.0
2827,kardinal,-4.0
2828,karet,-3.0
2829,karib,4.0
2830,karimah,4.0
2831,karin,-2.0
2832,karsa,3.0
2833,karu,-5.0
2834,karunia,4.0
2835,karut,-5.0
2836,karya,3.0
2837,karyawan,3.0
2838,kasad,1.0
2839,kasam,-3.0
2840,kasatmata,4.0
2841,kasemat,-3.0
2842,kasep,-4.0
2843,kasi,-3.0
2844,kasih,2.0
2845,kasih sayang,5.0
2846,kasihan,4.0
2847,kasiku,-4.0
2848,kasim,-4.0
2849,kasip,-5.0
2850,kasual,3.0
2851,kasur,-4.0
2852,kata,1.25
2853,katakata,-4.0
2854,kategori,4.0
2855,kaus,-4.0
2856,kawaei,-2.0
2857,kawak,5.0
2858,kawal,2.5
2859,kawan,-3.5
2860,kawin,-3.0
2861,kawula,-3.0
2862,kaya,0.0
2863,kayak,-3.0
2864,kayangan,-5.0
2865,kebaji,4.0
2866,kebas,-3.0
2867,kebat,-3.0
2868,kebiri,-3.5
2869,kebo,-4.0
2870,kebun,-4.0
2871,keburu,-4.0
2872,kecai,-5.0
2873,kecam,-2.0
2874,kecambah,3.0
2875,kecamuk,-4.0
2876,kecandan,-4.0
2877,kecantol,-3.0
2878,kecap,-4.0
2879,kece,5.0
2880,kecek,-3.0
2881,kecewa,-3.0
2882,kecil,1.0
2883,kecil hati,-4.0
2884,kecipir,-3.0
2885,kecoa,-3.0
2886,kecoh,-4.5
2887,kecong,3.0
2888,kecut,-4.0
2889,kedai minum,-4.0
2890,kedai susu,4.0
2891,kedaluwarsa,-3.0
2892,keder,-4.0
2893,kedodoran,3.0
2894,kedot,2.0
2895,keduduk,4.0
2896,kedung,-3.0
2897,kedut,-4.5
2898,kehuruharaan,-4.0
2899,keikutsertaan,3.0
2900,keinget,-2.0
2901,kejam,-4.0
2902,kejar,-4.0
2903,keji,-4.333333333333333
2904,kejut,0.0
2905,kekal,3.0
2906,kekang,-4.0
2907,keki,1.0
2908,kekol,-3.0
2909,keladi,-3.0
2910,kelakar,-4.0
2911,kelam,-4.0
2912,kelam kabut,-4.0
2913,kelamin,-3.0
2914,kelangkan,-3.0
2915,kelar,3.0
2916,kelas,-3.0
2917,kelasahkelusuh,-5.0
2918,kelati,-3.0
2919,kelelawar,3.0
2920,kelengar,-4.0
2921,kelesa,-4.0
2922,kelesah,-5.0
2923,keletah,-3.0
2924,kelih,0.0
2925,kelik,-3.0
2926,kelilip,3.0
2927,kelimut,-3.0
2928,keling,-3.0
2929,kelipar,-4.0
2930,kelir,-3.0
2931,keliru,1.0
2932,kelis,-3.0
2933,kelok,-2.0
2934,kelompang,-3.0
2935,kelompok,-5.0
2936,kelos,3.0
2937,kelu,-3.0
2938,keluang,3.0
2939,keluar,0.0
2940,keluar darah,4.0
2941,keluarga,3.3333333333333335
2942,keluh,-3.0
2943,kelusuhkelasah,-5.0
2944,kemaknagandaan,-3.0
2945,kemal,-4.0
2946,kemam,-3.0
2947,kemamang,-4.0
2948,kemandang,-3.0
2949,kemas,3.0
2950,kemayu,-3.0
2951,kemban,-5.0
2952,kembang,2.4
2953,kembang biak,-3.0
2954,kembangkempis,3.0
2955,kembar,-3.0
2956,kembung,-3.0
2957,kemih,-3.0
2958,kemik,-3.0
2959,kempa,-3.0
2960,kempes,-4.0
2961,kempis,-3.0
2962,kemplang,-5.0
2963,kempuh,5.0
2964,kemu,-3.0
2965,kemudi,3.0
2966,ken,3.0
2967,kena,1.0
2968,kenal,3.5
2969,kenan,2.0
2970,kenang,0.0
2971,kenangkenangan,3.0
2972,kenapaaa,-3.0
2973,kenapasih,-3.0
2974,kencan,3.0
2975,kencang,3.0
2976,kenceng,-2.0
2977,kencing,-3.0
2978,kendati,-3.0
2979,kendur,-3.0
2980,kenduri,4.0
2981,kenek,1.0
2982,kenes,-3.0
2983,kentara,1.0
2984,kentut,-2.0
2985,kenyam,1.0
2986,kenyang,3.0
2987,kenyih,-4.0
2988,keok,-2.0
2989,kepal,-5.0
2990,kepala angin,-3.0
2991,kepala udang,-3.0
2992,kepalang,-3.0
2993,keparat,-5.0
2994,kepeng,-2.0
2995,kepetang,-3.0
2996,kepialu,-4.0
2997,kepinding,-5.0
2998,kepleset,3.0
2999,kepo,2.0
3000,kepompong,-5.0
3001,keputusasaan,-5.0
3002,kera,-3.0
3003,kerabat,3.0
3004,kerabu,-5.0
3005,kerai,-4.0
3006,kerak,-2.0
3007,kerakal,-3.0
3008,keramat,-4.0
3009,keran,-4.0
3010,keras,-4.0
3011,keras hati,2.5
3012,keras kepala,-4.0
3013,keras tulang,2.0
3014,kerasan,2.0
3015,kerat,-1.0
3016,kerbau,-3.0
3017,kerdak,-4.0
3018,kerekau,-3.0
3019,keremus,-4.0
3020,kerepot,-3.0
3021,kereseng,-4.0
3022,kereta,-4.0
3023,keri,0.0
3024,kerik,-3.0
3025,kerikil,-3.0
3026,kering,-3.0
3027,keris,-4.0
3028,kerising,-4.0
3029,kerja,-1.5
3030,kerja keras,3.0
3031,kerja sama,4.0
3032,kerjain,-3.0
3033,kerjasama,3.0
3034,kerkau,-4.0
3035,kernai,-4.0
3036,kernyih,-4.0
3037,kerok,-3.0
3038,keropok,-3.0
3039,keropos,-3.0
3040,kerosek,-3.0
3041,keroyok,1.0
3042,kerubung,-3.0
3043,kerubut,-3.5
3044,keruh,-3.6666666666666665
3045,kerumit,-5.0
3046,kerumun,-4.0
3047,kerut,-2.3333333333333335
3048,kerut merut,-3.0
3049,kes,3.0
3050,kesah,-1.0
3051,kesal,4.0
3052,kesambet,-3.0
3053,kesan,4.0
3054,kesatria,2.0
3055,kesel,-5.0
3056,keseleo,-3.0
3057,keseser,-4.0
3058,keset,-4.0
3059,kesi,-3.3333333333333335
3060,kesima,4.0
3061,kesohor,5.0
3062,kesomplok,-4.0
3063,kesuma,3.0
3064,kesumat,-4.0
3065,kesup,-3.0
3066,ketam,-3.0
3067,ketapak,3.0
3068,ketar,-3.0
3069,ketat,-3.0
3070,ketawa,4.0
3071,ketemu,1.0
3072,ketes,-3.0
3073,ketidakjelasan,-5.0
3074,ketidaktentuan,-5.0
3075,ketuat,-4.0
3076,ketuk,3.0
3077,ketul,-3.0
3078,ketumbu,-4.0
3079,ketupat bangkahulu,-5.0
3080,ketupat bengkulu,-5.0
3081,ketus,-4.0
3082,kewalahan,-3.0
3083,kgk,-3.0
3084,khabis,-3.0
3085,khafi,-5.0
3086,khair,-4.0
3087,khalas,3.0
3088,khalifatullah,-4.0
3089,khalis,4.0
3090,khalwat,-3.0
3091,kharab,-5.0
3092,khas,4.0
3093,khasi,-4.0
3094,khasiat,4.0
3095,khatimah,-3.0
3096,khawatir,-3.0
3097,khayal,3.0
3098,khianat,-4.5
3099,khilaf,-4.0
3100,khinzir,-4.0
3101,khisit,-5.0
3102,khuluk,3.0
3103,khusus,3.0
3104,khusyuk,3.0
3105,kial,-4.0
3106,kiamat,-3.0
3107,kias,0.0
3108,kiat,3.0
3109,kicau,-1.0
3110,kicik,-3.0
3111,kicu,3.0
3112,kidib,-3.0
3113,kikir,4.0
3114,kikis,-4.0
3115,kilah,-4.0
3116,kilan,3.0
3117,kilang,-3.0
3118,kilat,3.0
3119,kilir,-3.0
3120,kimah,5.0
3121,kincang,3.0
3122,kincit,-5.0
3123,kincung,3.0
3124,kini,3.0
3125,kinte,3.0
3126,kipas,3.0
3127,kiprah,3.0
3128,kipu,4.0
3129,kir,-4.0
3130,kira,0.3333333333333335
3131,kirai,-3.0
3132,kirap,-3.0
3133,kiri,-3.0
3134,kirim,-3.333333333333333
3135,kisar,-3.0
3136,kisas,3.0
3137,kisi,-3.0
3138,kisikisi,-4.0
3139,kismat,4.0
3140,kisruh,-3.5
3141,kitab,2.0
3142,kits,5.0
3143,klasik,3.0
3144,klien,4.0
3145,kliyengan,1.0
3146,kobar,-2.5
3147,kocak,-2.0
3148,kocarkacir,-5.0
3149,kocok,-3.0
3150,kode,-3.0
3151,kodok,-2.0
3152,kodrat,4.0
3153,kohesi,4.0
3154,kohor,-3.0
3155,koit,-5.0
3156,kojor,-3.0
3157,kolam,-3.0
3158,kolaps,-5.0
3159,koleksi,1.0
3160,kolera,-4.0
3161,kolot,-5.0
3162,kolusi,-5.0
3163,komatkamit,-3.0
3164,komedi,3.0
3165,komisi,3.0
3166,kompas,-3.0
3167,kompetensi,3.0
3168,kompleksitas,-4.0
3169,komplemen,5.0
3170,komplet,3.0
3171,komplikasi,-3.0
3172,komplot,0.0
3173,kompor,-4.0
3174,komunikasi,2.0
3175,komunitas,2.0
3176,konco,4.0
3177,kondang,5.0
3178,koneksi,2.5
3179,konferensi,2.0
3180,konfirmasi,-1.0
3181,konformitas,4.0
3182,kongkalikong,-4.0
3183,kongkong,-3.0
3184,konglomerasi,-4.0
3185,konklusi,3.0
3186,konkret,3.0
3187,konkretisasi,-3.0
3188,konkurensi,-4.0
3189,konon,3.0
3190,konotasi,-3.0
3191,konsekuensi,-3.0
3192,konsensus,3.0
3193,konseptual,3.0
3194,konsistensi,-3.0
3195,konsolidasi,3.0
3196,konspirasi,0.0
3197,konstelasi,2.0
3198,konstruktif,3.0
3199,konsultasi,3.0
3200,konsumsi,-4.0
3201,kontak,1.5
3202,kontaminasi,-4.0
3203,kontan,3.0
3204,kontemporer,3.0
3205,kontol,-5.0
3206,kontradiksi,-3.0
3207,kontras,-3.0
3208,kontributor,3.0
3209,kontroversi,-4.0
3210,konveks,-3.0
3211,konyol,-3.0
3212,kooperasi,1.0
3213,koordinasi,1.0
3214,koordinator,2.0
3215,koplo,-3.0
3216,kopong,-4.0
3217,kopyor,-4.0
3218,korban,-3.5
3219,korek,0.0
3220,korek api,-4.0
3221,korup,-5.0
3222,korupsi,-4.0
3223,kosen,4.0
3224,kosong,-3.5
3225,kot,-1.0
3226,kota,-1.0
3227,kotak,-3.0
3228,koteng,-3.0
3229,kotor,-4.8
3230,koyak,-3.0
3231,koyakkoyak,-5.0
3232,kreasi,3.0
3233,kreatif,4.0
3234,kreativitas,4.0
3235,kredibel,3.0
3236,krg,-2.0
3237,krim,1.0
3238,krisis,-4.0
3239,krista,-4.0
3240,kritik,-5.0
3241,kritis,-5.0
3242,kroco,-4.0
3243,kromatis,-3.0
3244,kroni,4.0
3245,kronis,-5.0
3246,kronologi,-1.0
3247,kuak,-5.0
3248,kuala,4.0
3249,kualat,-4.0
3250,kualifikasi,2.0
3251,kualitas,4.0
3252,kuasa,3.3333333333333335
3253,kuat,0.20000000000000018
3254,kuat batin,3.0
3255,kuat duga,2.0
3256,kubang,-3.0
3257,kubra,-1.0
3258,kubur,-3.0
3259,kucarkacir,-5.0
3260,kucil,1.0
3261,kucup,2.0
3262,kucur,1.0
3263,kudus,4.0
3264,kufur,-5.0
3265,kujarat,5.0
3266,kukuh,-1.0
3267,kukul,-3.0
3268,kukur,-3.0
3269,kulak,-3.0
3270,kuliah,-3.0
3271,kumai,3.0
3272,kumandang,-3.3333333333333335
3273,kumat,-4.0
3274,kumbang,1.0
3275,kumpul,0.0
3276,kumuh,-4.0
3277,kunarpa,-4.0
3278,kunci,3.0
3279,kundang,5.0
3280,kungkung,-3.0
3281,kuning,-4.0
3282,kunjung,-1.0
3283,kuno,-5.0
3284,kuntit,1.0
3285,kunyah,-1.0
3286,kuota,-2.0
3287,kupak,-3.0
3288,kupon,3.0
3289,kurang,-3.0
3290,kurang adat,-5.0
3291,kurang ajar,-5.0
3292,kurang darah,-4.0
3293,kurang pikir,-3.0
3294,kurap,-4.0
3295,kurbal,-3.0
3296,kurban,-3.0
3297,kurung,-3.5
3298,kurus,-3.0
3299,kusa,3.0
3300,kusuma,4.0
3301,kusut,-4.0
3302,kusut hati,-5.0
3303,kusut pikir,-4.0
3304,kutil,-4.0
3305,kutu busuk,-4.0
3306,kutuk,-5.0
3307,kutut,-3.0
3308,kuwur,-4.0
3309,kuy,1.0
3310,kuyu,-5.0
3311,kuyup,-3.0
3312,kzl,-5.0
3313,laba,4.0
3314,labil,-4.0
3315,labiovelar,4.0
3316,laboratorium,-3.0
3317,labrak,-4.5
3318,labuda,-3.0
3319,labuh,3.0
3320,lacur,-5.0
3321,ladah,-5.0
3322,ladang,-4.0
3323,laden,3.0
3324,lafal,2.0
3325,laga,-4.0
3326,lagak,3.0
3327,lagu,3.0
3328,lahang,-3.0
3329,lahap,-5.0
3330,lahir,3.0
3331,lahir ,-3.0
3332,laif,-5.0
3333,laik,-5.0
3334,lajat,-5.0
3335,lajnah,3.0
3336,laju,4.0
3337,lakeri,3.0
3338,laknat,-5.0
3339,lakon,1.6666666666666667
3340,laksana,-3.5
3341,lalah,-4.5
3342,lalai,-3.5
3343,lalak,-3.0
3344,lalap,-4.0
3345,lalat hijau,-5.0
3346,lalat kerbau,-4.0
3347,lali,-4.0
3348,lalim,-5.0
3349,lalu,-1.5
3350,lalu dr dunia,-5.0
3351,lam,3.0
3352,lama,-4.0
3353,lamban,-4.0
3354,lambang,-3.0
3355,lambat,1.0
3356,lambatlambat,-4.0
3357,lambuk,3.0
3358,lambung,2.0
3359,lampas,4.0
3360,lampau,-4.5
3361,lampu,4.0
3362,lancang,-5.0
3363,lancang mulut,-4.0
3364,lancar,3.3333333333333335
3365,lancip,-4.0
3366,lancung,3.0
3367,lancut,-4.0
3368,landai,-3.0
3369,landas,-4.0
3370,langah,-3.0
3371,langau,-4.0
3372,langgam,2.0
3373,langgan,3.0
3374,langgar,-4.333333333333333
3375,langgeng,4.0
3376,langis,-5.0
3377,langka,-5.0
3378,langkah,4.0
3379,langkah baik,4.0
3380,langkah kanan,3.0
3381,langkan,-3.0
3382,langkap,-3.0
3383,langkau,-5.0
3384,langking,-4.0
3385,langlang,4.0
3386,langsai,-3.0
3387,langsuir,-4.0
3388,langsung,3.0
3389,lanjur,1.0
3390,lanjut,1.5
3391,lanjut umur,-3.0
3392,lanjut usia,-3.0
3393,lantak,-4.0
3394,lantar,-4.0
3395,lantik,0.0
3396,lantip,3.0
3397,lantun,3.0
3398,lanyak,1.0
3399,lap,-5.0
3400,lap kaki,-2.0
3401,lapang,3.0
3402,lapang hati,-1.0
3403,lapar,-5.0
3404,laper,-3.0
3405,lapis,3.0
3406,lapor,-3.0
3407,laporin,-3.0
3408,lapuk,-5.0
3409,lara,-5.0
3410,larang,-3.0
3411,laras,3.0
3412,larat,-3.0
3413,larat hati,-3.0
3414,lari,-0.5
3415,larilari,-2.0
3416,larut,1.0
3417,lasat,-5.0
3418,lata,-5.0
3419,latah,-5.0
3420,laten,-5.0
3421,latih,1.3333333333333335
3422,latih diri,4.0
3423,latis,-4.0
3424,lau,-2.0
3425,laun,1.0
3426,laur,-4.0
3427,lawan,-3.0
3428,lawas,1.0
3429,lawat,-4.0
3430,layak,3.0
3431,layan,3.0
3432,layang,-3.0
3433,layon,-4.0
3434,layu,-4.0
3435,layuh,-3.0
3436,ldr,-2.0
3437,leave,-3.0
3438,lebai,4.0
3439,lebar,3.0
3440,lebar mulut,-4.0
3441,lebay,-4.0
3442,lebih,-2.0
3443,lebihlebih,4.0
3444,lebu,-3.0
3445,lebuk,3.0
3446,lebun,3.0
3447,lebur,-1.0
3448,lecap,-4.0
3449,leceh,-1.0
3450,lecet,-4.0
3451,ledak,-4.0
3452,ledek,-5.0
3453,ledes,-3.0
3454,ledos,3.0
3455,leduk,-4.0
3456,legalisasi,-3.0
3457,legalitas,-3.0
3458,legawa,4.0
3459,legit,4.0
3460,leja,-5.0
3461,lekap,-3.0
3462,lekas,2.0
3463,lekat,-3.5
3464,lektur,4.0
3465,leku,-3.0
3466,lela,-4.0
3467,lelah,1.0
3468,lelang,1.0
3469,lelap,1.0
3470,leleh,-2.0
3471,lelembut,-4.0
3472,leler,-4.0
3473,lelucon,-4.0
3474,lelung,-3.0
3475,lemah,1.5
3476,lemas,5.0
3477,lemau,-4.0
3478,lembaga,-3.0
3479,lembam,-3.5
3480,lembap,-4.0
3481,lembek,5.0
3482,lembeng,-4.0
3483,lembik,5.0
3484,lembu,-3.0
3485,lembu hutan,-3.0
3486,lembu liar,-3.0
3487,lembuk,3.0
3488,lembung,-3.0
3489,lemes,-3.0
3490,lencana,-3.0
3491,lenceng,-3.0
3492,lendeh,0.0
3493,lengah,-4.0
3494,lengang,-4.0
3495,lengar,-4.0
3496,lengas,-4.0
3497,lenggana,-4.0
3498,lenggang,2.0
3499,lengkap,-1.0
3500,lengkesa,-3.0
3501,lengket,-2.0
3502,lengketlengket,-3.0
3503,lengkur,-3.0
3504,lenguh,-4.0
3505,lentera,4.0
3506,lenyap,-5.0
3507,lenyap darat,-4.0
3508,lepas,-0.5714285714285716
3509,lepek,-1.0
3510,lepra,-5.0
3511,lerai,-3.0
3512,lerak,-4.0
3513,lesap,0.0
3514,lesit,-1.0
3515,lestari,4.0
3516,lesu,-4.5
3517,leta,-5.0
3518,letak,4.0
3519,letih,1.0
3520,leting,-3.0
3521,letup,-3.0
3522,letus,-4.0
3523,level,4.0
3524,lever,-2.0
3525,lewat,2.0
3526,lewat batas,-4.0
3527,leyu,-4.0
3528,lezat,3.6666666666666665
3529,liang,-3.0
3530,liang jimak,-4.0
3531,liang sanggama,-4.0
3532,liat,2.0
3533,libas,-4.0
3534,libat,0.0
3535,libur,3.0
3536,licin,4.0
3537,lidi,-5.0
3538,lieur,-3.0
3539,life,-2.0
3540,ligih,-4.0
3541,lihai,2.0
